user_id,loan_id,webvisit_id,name,gender,birthday,ssn,city,zip_code,loan_amount,interest,loan_purpose,outcome,timestamp,referrer,campaign_name
613462,8454322,96609446,Ρουμπίνη-Μαγδαληνή Πέτση,F,1980-10-18,761-78-0202,Κομοτηνή,45001,250000,14.0,buying a pet,ACCEPTED,1561324418,Twitter,display3
615069,50845441,96112094,Μαλβίνα Καρανασίου,M,1976-03-10,516-34-6051,Χανιά,55522,290000,14.0,buying a pet,ACCEPTED,1515370455,Twitter,display1
615069,50845441,96112094,Μαλβίνα Καρανασίου,M,1976-03-10,516-34-6051,Χανιά,55522,290000,14.0,buying a pet,ACCEPTED,1515370455,Twitter,display3
615069,50845441,96112094,Μαλβίνα Καρανασίου,M,1976-03-10,516-34-6051,Χανιά,55522,290000,14.0,buying a pet,ACCEPTED,1515370455,Twitter,display2
615069,50845441,96112094,Μαλβίνα Καρανασίου,M,1976-03-10,516-34-6051,Χανιά,55522,290000,14.0,buying a pet,ACCEPTED,1515370455,Twitter,display1
617951,6324877,,Μικές Αλαφάκης,F,1994-09-03,666-08-3736,Λάρισα,ΤΚ 47271,80000,6.7,Buying a pet,REJECTED,1558767011,,
624168,53602569,,Κλεομένης Καραμάνος,M,1995-01-03,800-36-4770,Καλαμάτα,79986,40000,8.7,Refinance existing loans,REJECTED,1559856410,,
640203,45918644,,Αβραάμ Χαρμπίλας,F,1984-02-19,625-66-2430,Ηγουμενίτσα,59843,280000,7.0,Buying a pet,ACCEPTED,1526590545,,
678701,271182,30328335,Δράκων Χαρτερός,F,1978-06-16,794-10-7194,Έδεσσα,ΤΚ 98279,150000,7.0,Buying a pet,REJECTED,1552176107,,
678701,28102804,,Δράκων Χαρτερός,F,1978-06-16,794-10-7194,Έδεσσα,ΤΚ 98279,250000,8.7,Home purchase,ACCEPTED,1557186894,,
695820,38289823,82712383,Εμμανουήλ Παρούσης,M,1986-11-25,128-28-5071,Θεσσαλονίκη,95864,90000,14.0,Buying a pet,ACCEPTED,1554387879,Twitter,display2
695820,38289823,82712383,Εμμανουήλ Παρούσης,M,1986-11-25,128-28-5071,Θεσσαλονίκη,95864,90000,14.0,Buying a pet,ACCEPTED,1554387879,Google,display3
700466,46509586,,Ανδρομέδα Στεφάνου,M,1986-12-04,479-19-8818,Λάρισα,755 91,90000,8.7,Buying a pet,REJECTED,1513337535,,
700466,92683851,,Ανδρομέδα Στεφάνου,M,1986-12-04,479-19-8818,Λάρισα,755 91,100000,14.0,buying a pet,ACCEPTED,1516078862,,
701949,23182250,,Ευπραξία Γεωργούλα,F,1979-06-04,193-92-3643,Αργοστόλι,26603,50000,8.7,Buying a pet,ACCEPTED,1552890325,,
708692,10691575,,Κάρολος Γιώτης,F,1977-01-28,271-45-9253,Ναύπλιο,75133,60000,6.7,buying a pet,ACCEPTED,1510103888,,
708692,44130001,,Κάρολος Γιώτης,F,1977-01-28,271-45-9253,Ναύπλιο,75133,280000,8.7,buying a pet,REJECTED,1556051700,,
764354,56760937,,Φωτεινός Βασιλογιάννης,M,1981-01-14,241-10-0993,Λευκάδα,04033,250000,7.0,home purchase,ACCEPTED,1553033275,,
792745,72707224,,Άλκηστις Παπαδοπούλου,F,1984-06-23,076-49-0021,Τρίκαλα,ΤΚ 443 86,240000,6.7,buying a pet,ACCEPTED,1528859296,,
792973,16737850,,Αλίκη Κεφαλή,M,1981-09-13,767-88-2628,Καστοριά,ΤΚ 422 97,150000,14.0,Refinance existing loans,REJECTED,1553139563,,
792973,47162255,,Αλίκη Κεφαλή,M,1981-09-13,767-88-2628,Καστοριά,ΤΚ 422 97,250000,8.7,Buying a pet,REJECTED,1512109720,,
821326,19990701,7958909,Φρειδερίκη Καλογιάννη,M,1986-05-23,455-42-0760,Άρτα,094 78,300000,7.0,Home purchase,REJECTED,1550856749,Facebook,display1
821326,19990701,7958909,Φρειδερίκη Καλογιάννη,M,1986-05-23,455-42-0760,Άρτα,094 78,300000,7.0,Home purchase,REJECTED,1550856749,Facebook,display2
821678,58943984,56747216,Ανθή Κασκαούτη,F,1988-09-29,431-89-5758,Ξάνθη,81170,250000,8.7,Refinance existing loans,ACCEPTED,1528639534,Google,display2
821678,58943984,56747216,Ανθή Κασκαούτη,F,1988-09-29,431-89-5758,Ξάνθη,81170,250000,8.7,Refinance existing loans,ACCEPTED,1528639534,Twitter,display3
821678,58943984,56747216,Ανθή Κασκαούτη,F,1988-09-29,431-89-5758,Ξάνθη,81170,250000,8.7,Refinance existing loans,ACCEPTED,1528639534,Facebook,display3
832000,18926303,,Τζανέτος Χριστακόπουλος,M,1985-08-16,161-68-9885,Ρόδος,ΤΚ 058 95,60000,7.0,Refinance existing loans,ACCEPTED,1553101220,,
832000,65281725,,Τζανέτος Χριστακόπουλος,M,1985-08-16,161-68-9885,Ρόδος,ΤΚ 058 95,60000,7.0,Refinance existing loans,REJECTED,1507471155,,
882036,64313607,,Ποθητή Σδούκου,M,1981-03-05,584-97-2705,Λευκάδα,411 52,260000,6.7,Refinance existing loans,ACCEPTED,1509883289,,
899218,15022277,,Σωκράτης Κούτσικος,F,1975-04-05,361-33-9648,Τρίπολη,77385,40000,6.7,Buying a pet,REJECTED,1557763090,,
929306,12267642,,Αγαπητός Σκορδάκης,F,1977-12-02,847-84-3520,Καλαμάτα,52925,30000,7.0,Buying a pet,ACCEPTED,1559448533,,
951180,36265095,,Γαλάτιος Κομπολιάς,M,1970-01-21,790-65-6972,Αγ. Νικόλαος,45820,190000,8.7,buying a pet,ACCEPTED,1520774995,,
982002,21005968,,Κυπαρισσία Καραμανλή,F,1971-04-21,621-83-5479,Σπάρτη,ΤΚ 99583,210000,6.7,Refinance existing loans,REJECTED,1561455098,,
985458,40175133,95575872,Λάζαρος Χουδαλάκης,F,1985-04-27,151-34-2420,Μυτιλήνη,03056,20000,7.0,Buying a pet,ACCEPTED,1556970524,Facebook,display3
985458,40175133,95575872,Λάζαρος Χουδαλάκης,F,1985-04-27,151-34-2420,Μυτιλήνη,03056,20000,7.0,Buying a pet,ACCEPTED,1556970524,Google,display1
985458,40175133,95575872,Λάζαρος Χουδαλάκης,F,1985-04-27,151-34-2420,Μυτιλήνη,03056,20000,7.0,Buying a pet,ACCEPTED,1556970524,Facebook,display1
985458,40175133,95575872,Λάζαρος Χουδαλάκης,F,1985-04-27,151-34-2420,Μυτιλήνη,03056,20000,7.0,Buying a pet,ACCEPTED,1556970524,Facebook,display2
985458,40175133,95575872,Λάζαρος Χουδαλάκης,F,1985-04-27,151-34-2420,Μυτιλήνη,03056,20000,7.0,Buying a pet,ACCEPTED,1556970524,Facebook,display1
1008801,28328340,,Μαύρος Κουρσουμίδης,M,1982-03-06,761-23-5070,Ηράκλειο,98110,280000,8.7,Refinance existing loans,ACCEPTED,1510541144,,
1033061,28803825,,Αριστείδης Μόκας,F,1984-02-28,825-42-4578,Ηγουμενίτσα,957 64,290000,8.7,Home purchase,ACCEPTED,1550783031,,
1039804,26434053,,Βρυσηίς Κυρκούδη,F,1994-06-10,265-93-0828,Κιλκίς,ΤΚ 834 30,300000,8.7,Home purchase,ACCEPTED,1559638780,,
1060366,72883572,31828085,Πολύκαρπος Περπινιάς,F,1979-07-26,249-26-5551,Λιβαδιά,ΤΚ 07339,300000,7.0,Home purchase,REJECTED,1551604411,Google,display3
1060366,72883572,31828085,Πολύκαρπος Περπινιάς,F,1979-07-26,249-26-5551,Λιβαδιά,ΤΚ 07339,300000,7.0,Home purchase,REJECTED,1551604411,Google,display2
1069429,63981046,,Σιρανούς Σουλιντζής,M,1988-07-09,543-83-8205,Άμφισσα,409 54,80000,7.0,buying a pet,ACCEPTED,1554363894,,
1069429,71814847,,Σιρανούς Σουλιντζής,M,1988-07-09,543-83-8205,Άμφισσα,409 54,20000,8.7,home purchase,REJECTED,1528571310,,
1073947,24949876,,Θεανώ-Δαμιανή Ζεγλίνα,M,1991-09-09,355-94-4798,Βέροια,48255,120000,8.7,Buying a pet,REJECTED,1546991248,,
1077116,94817868,,Νικήτας Σταυρόπουλος,F,1985-04-05,011-09-9379,Καρπενήσι,ΤΚ 76259,190000,7.0,Buying a pet,ACCEPTED,1554882285,,
1094084,27574941,2075831,Ασημάκης Βαλαβάνης,M,1975-05-10,145-57-1545,Έδεσσα,74705,220000,7.0,Refinance existing loans,REJECTED,1546406719,Twitter,display2
1094084,27574941,2075831,Ασημάκης Βαλαβάνης,M,1975-05-10,145-57-1545,Έδεσσα,74705,220000,7.0,Refinance existing loans,REJECTED,1546406719,Twitter,display1
1094084,27574941,2075831,Ασημάκης Βαλαβάνης,M,1975-05-10,145-57-1545,Έδεσσα,74705,220000,7.0,Refinance existing loans,REJECTED,1546406719,Twitter,display3
1094084,27574941,2075831,Ασημάκης Βαλαβάνης,M,1975-05-10,145-57-1545,Έδεσσα,74705,220000,7.0,Refinance existing loans,REJECTED,1546406719,Twitter,display2
1094084,27574941,2075831,Ασημάκης Βαλαβάνης,M,1975-05-10,145-57-1545,Έδεσσα,74705,220000,7.0,Refinance existing loans,REJECTED,1546406719,Facebook,display1
1110701,13058998,,Αταλάντη Βουλγαρίδου,F,1983-07-03,750-29-2064,Θεσσαλονίκη,02040,240000,14.0,home purchase,ACCEPTED,1517041108,,
1119177,54606857,1130717,Επιστήμη Δουλουφάκη,F,1993-02-26,256-76-9803,Ξάνθη,ΤΚ 23162,120000,7.0,Refinance existing loans,REJECTED,1529648138,Facebook,display1
1119177,54606857,1130717,Επιστήμη Δουλουφάκη,F,1993-02-26,256-76-9803,Ξάνθη,ΤΚ 23162,120000,7.0,Refinance existing loans,REJECTED,1529648138,Facebook,display3
1119177,54606857,1130717,Επιστήμη Δουλουφάκη,F,1993-02-26,256-76-9803,Ξάνθη,ΤΚ 23162,120000,7.0,Refinance existing loans,REJECTED,1529648138,Twitter,display3
1126532,16133132,,Αριστείδης-Αναστάσιος Μπερεδήμας,F,1987-12-24,333-95-4371,Βέροια,ΤΚ 53419,260000,7.0,buying a pet,ACCEPTED,1522275641,,
1126532,51721155,,Αριστείδης-Αναστάσιος Μπερεδήμας,F,1987-12-24,333-95-4371,Βέροια,ΤΚ 53419,300000,14.0,buying a pet,ACCEPTED,1518350861,,
1141538,68999608,,Χρήστος Κουτσουλής,M,1973-03-24,393-67-7688,Καβάλα,ΤΚ 36804,210000,14.0,Buying a pet,ACCEPTED,1509756292,,
1141538,38640403,43645078,Χρήστος Κουτσουλής,M,1973-03-24,393-67-7688,Καβάλα,ΤΚ 36804,260000,14.0,Buying a pet,ACCEPTED,1523253863,Twitter,display3
1141538,38640403,43645078,Χρήστος Κουτσουλής,M,1973-03-24,393-67-7688,Καβάλα,ΤΚ 36804,260000,14.0,Buying a pet,ACCEPTED,1523253863,Facebook,display1
1145684,60281294,,Νεκτάριος-Νίκος Κουρσουμίδης,M,1978-06-10,662-67-9853,Ρέθυμνο,00103,180000,7.0,Home purchase,ACCEPTED,1549044584,,
1145684,31953961,,Νεκτάριος-Νίκος Κουρσουμίδης,M,1978-06-10,662-67-9853,Ρέθυμνο,00103,120000,6.7,Refinance existing loans,ACCEPTED,1515775425,,
1163470,74483022,25308400,Αδαμαντία Παπαχρήστου,F,1982-04-09,397-18-6988,Τρίπολη,20047,280000,6.7,Refinance existing loans,REJECTED,1514641649,Google,display2
1163470,74483022,25308400,Αδαμαντία Παπαχρήστου,F,1982-04-09,397-18-6988,Τρίπολη,20047,280000,6.7,Refinance existing loans,REJECTED,1514641649,Google,display3
1163470,74483022,25308400,Αδαμαντία Παπαχρήστου,F,1982-04-09,397-18-6988,Τρίπολη,20047,280000,6.7,Refinance existing loans,REJECTED,1514641649,Google,display2
1163470,74483022,25308400,Αδαμαντία Παπαχρήστου,F,1982-04-09,397-18-6988,Τρίπολη,20047,280000,6.7,Refinance existing loans,REJECTED,1514641649,Twitter,display2
1189013,11591167,,Αγαθάγγελος Γουργουλής,M,1982-06-09,457-06-6757,Κιλκίς,21186,230000,14.0,Home purchase,REJECTED,1520440890,,
1189013,48072820,,Αγαθάγγελος Γουργουλής,M,1982-06-09,457-06-6757,Κιλκίς,21186,240000,14.0,Buying a pet,ACCEPTED,1553755298,,
1192912,19739725,86469739,Νερατζιά Γρηγοριάδου,M,1981-05-08,891-42-5759,Κόρινθος,ΤΚ 36943,240000,6.7,home purchase,REJECTED,1523499744,,
1202269,57487142,,Παντελής Κατιρτζής,M,1975-12-30,252-28-6862,Λιβαδιά,696 15,40000,8.7,home purchase,ACCEPTED,1553799632,,
1216865,7864035,,Θεόπιστος Κεχαγιάς,M,1972-12-29,308-76-2285,Λάρισα,ΤΚ 839 42,250000,6.7,home purchase,ACCEPTED,1530096025,,
1219210,96238833,74662667,Κυπριανή Κίτσου,M,1975-12-13,462-93-0396,Βέροια,ΤΚ 73563,40000,6.7,Buying a pet,ACCEPTED,1516517495,,
1219210,91285475,49068214,Κυπριανή Κίτσου,M,1975-12-13,462-93-0396,Βέροια,ΤΚ 73563,180000,8.7,Refinance existing loans,ACCEPTED,1522440123,Twitter,display2
1219210,91285475,49068214,Κυπριανή Κίτσου,M,1975-12-13,462-93-0396,Βέροια,ΤΚ 73563,180000,8.7,Refinance existing loans,ACCEPTED,1522440123,Twitter,display2
1219210,91285475,49068214,Κυπριανή Κίτσου,M,1975-12-13,462-93-0396,Βέροια,ΤΚ 73563,180000,8.7,Refinance existing loans,ACCEPTED,1522440123,Facebook,display2
1219210,91285475,49068214,Κυπριανή Κίτσου,M,1975-12-13,462-93-0396,Βέροια,ΤΚ 73563,180000,8.7,Refinance existing loans,ACCEPTED,1522440123,Google,display1
1219210,91285475,49068214,Κυπριανή Κίτσου,M,1975-12-13,462-93-0396,Βέροια,ΤΚ 73563,180000,8.7,Refinance existing loans,ACCEPTED,1522440123,Twitter,display2
1256842,83326301,,Μελπομένη Βασιλοπούλου,F,1992-04-08,941-17-6287,Χανιά,ΤΚ 57578,100000,7.0,Home purchase,ACCEPTED,1527520926,,
1256842,57165180,,Μελπομένη Βασιλοπούλου,F,1992-04-08,941-17-6287,Χανιά,ΤΚ 57578,20000,8.7,buying a pet,REJECTED,1522785000,,
1267407,54393836,,Αικατερίνη Κοντογιάννη,M,1994-09-17,113-16-5643,Χανιά,ΤΚ 54823,70000,14.0,Refinance existing loans,ACCEPTED,1508627556,,
1273040,31141884,,Φιλήμων-Ερρίκος Καμπάκας,F,1995-02-01,441-16-3622,Αγ. Νικόλαος,ΤΚ 21711,170000,14.0,Refinance existing loans,REJECTED,1559902992,,
1290669,88314314,,Κυπαρισσία Δήμου,M,1994-07-17,907-95-5583,Αγ. Νικόλαος,69680,260000,8.7,home purchase,ACCEPTED,1519082768,,
1302727,74694525,,Κλυταιμνήστρα Αλεξανδρίδου,M,1993-02-06,896-43-6343,Λευκάδα,ΤΚ 95756,70000,7.0,home purchase,REJECTED,1555789023,,
1306209,57891713,,Ευδόξιος Μητρίδης,M,1972-07-11,865-28-7008,Μυτιλήνη,ΤΚ 516 83,40000,7.0,Buying a pet,ACCEPTED,1507452399,,
1306209,10892416,,Ευδόξιος Μητρίδης,M,1972-07-11,865-28-7008,Μυτιλήνη,ΤΚ 516 83,290000,7.0,Refinance existing loans,REJECTED,1548466201,,
1333847,70875548,,Πολύβια Ζαχαριουδάκη,M,1972-04-30,819-34-4693,Χανιά,212 97,50000,8.7,Refinance existing loans,REJECTED,1525509882,,
